VT_1,VT_2,VT_3,VT_4,VT_5,VT_6,VT_7,VT_8,VT_9,VT_10,VT_11,VT_12,VT_13,VT_14,VT_15,VT_16,VT_17,VT_18,VT_19,VT_20,VT_21,VT_22,VT_23,VT_24,VT_25,VT_26,VT_27,VT_28,VT_29,VT_30,VT_31,VT_32,ZS,longitude,latitude,BLD_HEIGHT,X,Y
-1.813600000000000,-1.813600000000000,-0.955130000000000,0.937080000000000,0.534880000000000,0.755070000000000,0.985780000000000,0.660900000000000,0.240600000000000,-0.119250000000000,-1.157400000000000,-1.986760000000000,-2.802620000000000,-1.749920000000000,-0.463330000000000,-1.637710000000000,-1.763800000000000,2.355790000000000,3.100340000000000,4.233060000000000,4.848180000000000,4.364710000000000,4.203330000000000,4.430790000000000,4.953820000000000,5.066060000000000,3.905820000000000,1.347120000000000,-1.344610000000000,-2.522690000000000,-2.717450000000000,-2.717450000000000,44.957140000000003,2.428430000000000,48.917240000000000,6.880000000000000,658110.945,6868734.947
-1.823170000000000,-1.823170000000000,-0.941820000000000,0.847790000000000,0.548150000000000,0.751270000000000,0.960360000000000,0.654220000000000,0.241130000000000,-0.131050000000000,-1.177030000000000,-1.936440000000000,-2.733740000000000,-1.744940000000000,-0.480320000000000,-1.633020000000000,-1.790890000000000,2.363940000000000,3.107670000000000,4.230070000000000,4.823430000000000,4.362460000000000,4.220060000000000,4.446270000000000,4.959020000000000,5.060940000000000,3.891340000000000,1.338490000000000,-1.346810000000000,-2.524920000000000,-2.721880000000000,-2.767540000000000,47.093389999999999,2.436980000000000,48.917220000000000,999.000000000000000,658737.529,6868728.222
-1.409650000000000,-1.409650000000000,-0.036240000000000,0.764720000000000,1.705600000000000,1.967550000000000,1.422290000000000,1.192360000000000,0.407770000000000,-0.233800000000000,-0.666140000000000,-1.961780000000000,-2.621260000000000,-1.401440000000000,-0.746040000000000,-1.331400000000000,-1.469220000000000,2.009610000000000,3.240280000000000,3.825740000000000,4.889050000000000,4.480940000000000,4.509420000000000,4.529950000000000,5.091260000000000,5.237550000000000,3.876130000000000,1.276120000000000,-1.312660000000000,-2.355430000000000,-2.304620000000000,-2.304620000000000,40.314190000000004,2.223360000000000,48.911839999999998,999.000000000000000,643076.350,6868262.795
-1.416060000000000,-1.416060000000000,-0.138610000000000,0.785550000000000,1.717050000000000,1.959020000000000,1.420560000000000,1.222470000000000,0.409060000000000,-0.202120000000000,-0.694380000000000,-1.954920000000000,-2.624350000000000,-1.378820000000000,-0.720380000000000,-1.348690000000000,-1.493740000000000,2.001510000000000,3.254300000000000,3.821360000000000,4.873170000000000,4.502390000000000,4.503270000000000,4.539880000000000,5.109630000000000,5.209860000000000,3.865200000000000,1.273810000000000,-1.306510000000000,-2.369590000000000,-2.317920000000000,-2.317920000000000,37.860880000000002,2.231900000000000,48.911830000000002,8.526669999999999,643702.257,6868255.561
-1.422470000000000,-1.422470000000000,-0.240990000000000,0.806380000000000,1.728490000000000,1.950490000000000,1.418820000000000,1.252570000000000,0.410350000000000,-0.170440000000000,-0.713670000000000,-2.003150000000000,-2.660140000000000,-1.416180000000000,-0.705380000000000,-1.371410000000000,-1.511000000000000,2.027530000000000,3.237610000000000,3.816980000000000,4.857300000000000,4.523830000000000,4.497110000000000,4.549810000000000,5.128010000000000,5.182180000000000,3.854260000000000,1.271490000000000,-1.300360000000000,-2.383750000000000,-2.331220000000000,-2.331220000000000,40.637659999999997,2.240450000000000,48.911830000000002,8.678330000000001,644328.908,6868249.499
-1.228020000000000,-1.228020000000000,-0.249420000000000,0.744490000000000,1.642710000000000,1.914670000000000,1.432150000000000,1.225310000000000,0.393550000000000,-0.135640000000000,-0.753490000000000,-2.030010000000000,-2.659740000000000,-1.335690000000000,-0.687210000000000,-1.389080000000000,-1.519290000000000,2.077470000000000,3.218350000000000,3.843610000000000,4.800740000000000,4.498620000000000,4.491950000000000,4.591950000000000,5.148870000000000,5.173710000000000,3.858300000000000,1.262780000000000,-1.303030000000000,-2.397590000000000,-2.345190000000000,-2.345190000000000,43.082009999999997,2.248990000000000,48.911830000000002,8.608890000000001,644954.827,6868243.512
-1.433030000000000,-1.433030000000000,-0.554920000000000,0.674820000000000,1.496050000000000,1.863450000000000,1.452970000000000,1.192550000000000,0.349980000000000,-0.100310000000000,-0.783340000000000,-2.061130000000000,-2.677150000000000,-1.353950000000000,-0.676830000000000,-1.398850000000000,-1.533400000000000,2.084450000000000,3.208250000000000,3.872420000000000,4.758830000000000,4.472070000000000,4.500650000000000,4.629180000000000,5.150760000000000,5.174260000000000,3.875790000000000,1.269950000000000,-1.300790000000000,-2.412710000000000,-2.358710000000000,-2.358710000000000,44.239879999999999,2.257530000000000,48.911819999999999,11.601670000000000,645580.736,6868236.480
-1.288120000000000,-1.288120000000000,-0.370650000000000,0.692100000000000,1.411640000000000,1.786510000000000,1.475020000000000,1.183030000000000,0.320980000000000,-0.085500000000000,-0.782040000000000,-2.100400000000000,-2.650480000000000,-1.327160000000000,-0.695010000000000,-1.403060000000000,-1.556000000000000,2.076990000000000,3.228690000000000,3.903100000000000,4.762550000000000,4.441990000000000,4.516230000000000,4.640790000000000,5.135480000000000,5.175580000000000,3.893690000000000,1.269270000000000,-1.297140000000000,-2.423650000000000,-2.378000000000000,-2.378000000000000,43.839100000000002,2.266080000000000,48.911819999999999,9.616669999999999,646207.389,6868230.622
-1.425230000000000,-1.425230000000000,-0.922300000000000,0.644910000000000,1.319100000000000,1.718740000000000,1.503050000000000,1.163080000000000,0.295730000000000,-0.075570000000000,-0.772000000000000,-2.122960000000000,-2.633670000000000,-1.319180000000000,-0.664750000000000,-1.401280000000000,-1.571110000000000,2.078920000000000,3.275450000000000,3.939490000000000,4.772110000000000,4.414300000000000,4.511980000000000,4.633290000000000,5.115610000000000,5.177630000000000,3.916520000000000,1.269400000000000,-1.284540000000000,-2.425890000000000,-2.400480000000000,-2.400480000000000,41.046210000000002,2.274620000000000,48.911810000000003,10.318330000000000,646833.300,6868223.726
-1.477050000000000,-1.477050000000000,-0.953870000000000,0.429770000000000,1.289800000000000,1.664390000000000,1.528280000000000,1.183780000000000,0.348100000000000,-0.100010000000000,-0.770070000000000,-2.167220000000000,-2.643370000000000,-1.348230000000000,-0.597520000000000,-1.398840000000000,-1.596240000000000,2.076880000000000,3.309410000000000,4.016670000000000,4.806190000000000,4.412130000000000,4.474180000000000,4.613940000000000,5.091140000000000,5.185070000000000,3.933030000000000,1.259880000000000,-1.272560000000000,-2.426560000000000,-2.425770000000000,-2.425770000000000,35.377490000000002,2.283160000000000,48.911810000000003,10.997780000000001,647459.221,6868218.009
-1.676340000000000,-1.676340000000000,-0.966640000000000,0.635490000000000,1.336850000000000,1.632300000000000,1.548350000000000,1.188310000000000,0.379180000000000,-0.149850000000000,-0.765670000000000,-2.243590000000000,-2.661010000000000,-1.333530000000000,-0.577990000000000,-1.392780000000000,-1.613910000000000,2.159160000000000,3.301090000000000,4.076030000000000,4.843040000000000,4.443520000000000,4.427400000000000,4.558140000000000,5.054330000000000,5.179900000000000,3.945450000000000,1.248930000000000,-1.272670000000000,-2.427850000000000,-2.446740000000000,-2.446740000000000,32.533929999999998,2.291710000000000,48.911799999999999,12.383330000000001,648085.867,6868211.242
-1.701420000000000,-1.701420000000000,-1.509820000000000,0.328950000000000,1.288940000000000,1.585970000000000,1.545700000000000,1.156540000000000,0.357530000000000,-0.180800000000000,-0.764330000000000,-2.255400000000000,-2.707610000000000,-1.397530000000000,-0.561930000000000,-1.391100000000000,-1.659640000000000,2.207780000000000,3.260800000000000,4.118680000000000,4.892420000000000,4.483560000000000,4.370920000000000,4.505780000000000,5.027610000000000,5.174370000000000,3.944790000000000,1.237810000000000,-1.275440000000000,-2.429770000000000,-2.467550000000000,-2.467550000000000,31.112200000000001,2.300250000000000,48.911799999999999,11.588889999999999,648711.790,6868205.662
-1.585710000000000,-1.585710000000000,-0.915030000000000,0.672760000000000,1.243010000000000,1.533470000000000,1.491060000000000,1.148570000000000,0.395720000000000,-0.206540000000000,-0.764890000000000,-2.358840000000000,-2.741070000000000,-1.317290000000000,-0.454360000000000,-1.382200000000000,-1.702120000000000,2.234570000000000,3.202720000000000,4.146470000000000,4.912050000000000,4.514070000000000,4.313990000000000,4.464030000000000,5.022390000000000,5.170750000000000,3.938750000000000,1.232120000000000,-1.283080000000000,-2.433730000000000,-2.483730000000000,-2.483730000000000,32.501950000000001,2.308800000000000,48.911790000000003,16.066669999999998,649338.437,6868199.030
-1.542950000000000,-1.542950000000000,-1.413270000000000,0.359800000000000,1.170030000000000,1.530110000000000,1.469120000000000,1.103470000000000,0.358820000000000,-0.189250000000000,-0.802960000000000,-2.350970000000000,-2.769960000000000,-1.350040000000000,-0.431100000000000,-1.399910000000000,-1.770010000000000,2.158650000000000,3.151700000000000,4.120810000000000,4.929550000000000,4.518200000000000,4.267660000000000,4.442070000000000,5.041930000000000,5.176060000000000,3.923120000000000,1.233570000000000,-1.287420000000000,-2.440510000000000,-2.499960000000000,-2.499960000000000,31.766369999999998,2.317340000000000,48.911780000000000,9.276669999999999,649964.351,6868192.473
-1.288370000000000,-1.288370000000000,-0.767860000000000,0.796200000000000,1.104430000000000,1.487780000000000,1.427630000000000,1.069070000000000,0.357020000000000,-0.194410000000000,-0.808040000000000,-2.396980000000000,-2.766870000000000,-1.297360000000000,-0.423560000000000,-1.418290000000000,-1.799020000000000,2.185790000000000,3.107520000000000,4.102310000000000,4.975740000000000,4.499930000000000,4.225870000000000,4.452300000000000,5.054120000000000,5.199410000000000,3.910760000000000,1.215790000000000,-1.300890000000000,-2.443160000000000,-2.519610000000000,-2.519610000000000,33.116669999999999,2.325880000000000,48.911769999999997,9.305000000000000,650590.267,6868185.983
-1.268950000000000,-1.268950000000000,-1.264370000000000,0.287660000000000,1.048620000000000,1.473790000000000,1.391680000000000,1.027540000000000,0.286010000000000,-0.197880000000000,-0.857240000000000,-2.421190000000000,-2.695460000000000,-1.243470000000000,-0.433920000000000,-1.456770000000000,-1.805040000000000,2.160110000000000,3.091310000000000,4.125680000000000,5.010730000000000,4.462660000000000,4.196900000000000,4.460950000000000,5.056270000000000,5.213840000000000,3.917070000000000,1.210250000000000,-1.317280000000000,-2.447080000000000,-2.538340000000000,-2.538340000000000,37.263959999999997,2.334430000000000,48.911760000000001,9.180000000000000,651216.916,6868179.555
-1.289170000000000,-1.289170000000000,-0.829240000000000,0.852220000000000,0.982110000000000,1.426700000000000,1.372020000000000,1.009460000000000,0.262160000000000,-0.166470000000000,-0.891210000000000,-2.448500000000000,-2.835540000000000,-1.204070000000000,-0.416530000000000,-1.450040000000000,-1.790930000000000,2.215320000000000,3.085170000000000,4.143810000000000,5.008180000000000,4.434800000000000,4.178140000000000,4.466490000000000,5.076700000000000,5.217260000000000,3.939720000000000,1.208540000000000,-1.337850000000000,-2.453670000000000,-2.556410000000000,-2.556410000000000,38.402110000000000,2.342970000000000,48.911749999999998,7.651670000000000,651842.833,6868173.201
-1.309790000000000,-1.309790000000000,-1.235830000000000,0.227960000000000,0.932300000000000,1.424390000000000,1.366850000000000,0.992320000000000,0.314510000000000,-0.157260000000000,-0.949440000000000,-2.418540000000000,-2.811610000000000,-1.234220000000000,-0.401100000000000,-1.469680000000000,-1.778240000000000,2.252990000000000,3.097670000000000,4.114340000000000,4.972590000000000,4.425610000000000,4.163870000000000,4.458080000000000,5.108970000000000,5.210020000000000,3.974360000000000,1.243240000000000,-1.354330000000000,-2.467350000000000,-2.573270000000000,-2.573270000000000,38.526460000000000,2.351510000000000,48.911740000000002,7.805000000000000,652468.751,6868166.914
